Title,Link
Meaning of Mentoring | upGrad,https://www.youtube.com/watch?v=aB8ptUSZ9g4
Generative AI Tutorial for Beginners Part 3 | Code Interpreter ChatGPT Data Analysis Tutorial,https://www.youtube.com/watch?v=ehjhZi20ZhM
Anupam Mittal Mentors upGrad Learner - Sonali Kalange | Shark Tank India S03 | Aage Ki Socho,https://www.youtube.com/watch?v=Zb3KqJFGwpg
Generative AI Tutorial for Beginners Part 2 | Prompt Engineering Tutorial | ChatGPT Tutorial,https://www.youtube.com/watch?v=21PnXiSN7i0
Generative AI Tutorial for Beginners Part 1 | Generative AI Explained | AI Machine Learning Tutorial,https://www.youtube.com/watch?v=_wxLM6q7MBQ
Peyush Bansal & Ronnie Screwvala Mentors upGrad Learner - Mohit Singh | Shark Tank India S03,https://www.youtube.com/watch?v=R6ZwSgQ9-GA
Python Pandas Tutorial Part 2 | Typecasting In Pandas | Typecasting in Python | Python Tutorial,https://www.youtube.com/watch?v=kRXsErSo7Ag
Python Pandas Tutorial Part 1 | What is Pandas? | How to Create Series & DataFrames in Pandas?,https://www.youtube.com/watch?v=NF5slyLbzN8
Vineeta Singh Mentors upGrad Learner - Padma Priya | Shark Tank India S03 x upGrad,https://www.youtube.com/watch?v=Bgpm0fDz-94
Live Class Case Study: ‘Mintree Body Care’ Trailer | Shark Tank India S3 | upGrad,https://www.youtube.com/watch?v=unVGxG5f6bc
How to Create Instagram Reels Using Canva 2024 | Instagram Reels Tutorial | Canva Tutorial,https://www.youtube.com/watch?v=kGHYjXGPz1w
How to Create a Facebook Page | How to Create a Facebook Business Page | How to Create FB Page,https://www.youtube.com/watch?v=tE_xyRa3b_4
upGrad: Onwards & Upwards Promo | The Indian EdTech Story - Edstead | Disney+ Hotstar,https://www.youtube.com/watch?v=Ljj2T0VMUJM
How to Create a Social Media Calendar in 2024? | Social Media Marketing Pt 4 | DM Tutorial | upGrad,https://www.youtube.com/watch?v=iV_2GQNV1WU
How to Create a Buyer's Persona Using Template? | Social Media Marketing Pt 3 | DM Tutorial | upGrad,https://www.youtube.com/watch?v=BvOrJlX08a8
Live Class Case Study: Adil Qadri Perfumes Trailer | Shark Tank India S3 | upGrad,https://www.youtube.com/watch?v=rlf94QeAg5I
How is Buyer's Persona on Social Media? | Social Media Marketing Pt 2 | DM Tutorial | upGrad,https://www.youtube.com/watch?v=kYA-HJ-gCK0
"Where is Entrepreneurship leading? EP 03 | Co Founder’s POV | Aage Ki Socho, upGrad",https://www.youtube.com/watch?v=eba85PC02Rc
Types of Digital Marketing | Social Media Marketing Pt 1 with Examples | upGrad,https://www.youtube.com/watch?v=naoFTpjGp9o
upGrad in 60 seconds | Aage Ki Socho,https://www.youtube.com/watch?v=SxgLLGPKTSo
Namita Thapar Mentors upGrad Learner - Anshul Saxena | Shark Tank India S03 x upGrad,https://www.youtube.com/watch?v=lp9w-G4RrdE
How to Write a Brand Brief? | Explore 7 Tenets & Elements of Creative Brief [With Examples] | upGrad,https://www.youtube.com/watch?v=nQD-vZ_2y2s
"What does the future of education look like? EP 02 | Experts Talk | upGrad, Aage Ki Socho",https://www.youtube.com/watch?v=SA6nTGKb9YQ
What is Brand Planning and Strategy for 2024 | Brand Marketing Fundamentals | upGrad,https://www.youtube.com/watch?v=BNWVcXj35_8
How to Create Interactive Dashboard & New Story in Tableau? [Step-by-Step Guide] | Tableau Tutorial,https://www.youtube.com/watch?v=ujXAL36bD84
"How to Create Charts in Tableau? [Dynamic Histogram, Donut Chart & Tree Map] With Examples | upGrad",https://www.youtube.com/watch?v=x5EtQHJFtTo
"What is the Future of India's Workforce? EP 01 | ft. CHRO & Career Coach | upGrad, Aage Ki Socho",https://www.youtube.com/watch?v=N0j9BIOAeJM
Ritesh Agarwal Mentors upGrad Learner - Kushagra Saxena | Shark Tank India S03 x upGrad,https://www.youtube.com/watch?v=bNP3iD5yuNg
How to Create Map Chart in Tableau? With Problem Statement 🗺️ | Tableau Map Chart Tutorial | upGrad,https://www.youtube.com/watch?v=4VsVuxQQzu0
What is Tableau? (Learn in 1 Hour) ⏰ | Tableau Tutorial For Beginners in 2024 | upGrad,https://www.youtube.com/watch?v=cGBiZCz0Oic
What is Python? | Basics of Python Programming | Python Tutorial for Beginners | upGrad,https://www.youtube.com/watch?v=csbV0rv38nA
Translating code with Chat GPT  | Chapter 07 | upGrad,https://www.youtube.com/watch?v=yAlxstsNko4
Natural language Prompts  | Chapter 12 | upGrad,https://www.youtube.com/watch?v=u6aIbCNURbE
ChatGPT: Everyday use cases  | Chapter 14 | upGrad,https://www.youtube.com/watch?v=pofBOgqRzhM
Project planning with Chat GPT | Chapter 15 | upGrad,https://www.youtube.com/watch?v=pH4R7SRd3Mg
Using Chat GPT as a learning tool | Chapter 01 | upGrad,https://www.youtube.com/watch?v=dF-HTje5Ozw
Spotting coding errors with Chat GPT | Chapter 04 | upGrad,https://www.youtube.com/watch?v=ZvklXNTUWN8
Data generation with Chat GPT | Chapter 11 | upGrad,https://www.youtube.com/watch?v=YBjT72krl_I
Brainstorming with Chat GPT  | Chapter 09 | upGrad,https://www.youtube.com/watch?v=E7r-alkuSFs
Chat GPT Course Summary | upGrad,https://www.youtube.com/watch?v=-qM7RxqWSbQ
Introduction to Chat GPT for Developers | upGrad,https://www.youtube.com/watch?v=MLVIrQ0SdiE
Implementing UI functions with Chat GPT | Chapter 13 | upGrad,https://www.youtube.com/watch?v=M9Itjfdkf1g
Generating code with Chat GPT | Chapter 02 | upGrad,https://www.youtube.com/watch?v=J-naGhPxGSc
Reviewing code with Chat GPT | Chapter 03 | upGrad,https://www.youtube.com/watch?v=FwWmJ55C-6M
Creating unit tests with Chat GPT | Chapter 10 | upGrad,https://www.youtube.com/watch?v=A0Eg-xooB98
Documenting code with Chat GPT | Chapter 08 | upGrad,https://www.youtube.com/watch?v=7_GbuR4HrnY
Using Chat GPT for Unit testing | Chapter 06 | upGrad,https://www.youtube.com/watch?v=5q6D3xqpWHw
Optimising code with Chat GPT | Chapter 05 | upGrad,https://www.youtube.com/watch?v=2OZUklZLgno
Feel you’ve peaked at work? | #AageKiSocho with upGrad,https://www.youtube.com/watch?v=5y1k2LCbAUY
Not getting campus placements is not the end | #AageKiSocho with upGrad,https://www.youtube.com/watch?v=GT0-lVWsmkg
Feeling stuck in the same dead-end job? | #AageKiSocho with upGrad,https://www.youtube.com/watch?v=LtRZGymAUIE
What is Programmatic Advertising & How Does It Work in 2024? | Basic Concepts & Benefits | upGrad,https://www.youtube.com/watch?v=Lj0HsVSH2t0
What is Clustering in Machine Learning? With Examples | Data Science Tutorial for Beginners | upGrad,https://www.youtube.com/watch?v=0UUKWn5MfiY
YouTube Ads Tutorial 2024: How to Create YT Ads From Scratch [Step-by-Step Guide] | upGrad,https://www.youtube.com/watch?v=NaguksC9byI
Corporate Bidaai | Promo | Shark Tank India S3 | Co Powered by upGrad | 22nd Jan 2024,https://www.youtube.com/watch?v=ZX7_BYwl6wc
"The CXO Show | Ep. 15 | Janesh Kumar, CHRO (FMCG), RPSG",https://www.youtube.com/watch?v=5hV12oGJL3M
What is Generative AI? - A Complete Breakdown | upGrad,https://www.youtube.com/watch?v=dZ0UQvbPuXk
"The CXO Show | Ep. 14 | Yogesh Dimri, Head of Learning & Development, Pathkind Labs",https://www.youtube.com/watch?v=PxqN2V_Vui8
"The CXO Show | Ep. 13 | Kejal Thakkar, Chief Manager Human Resources, Piramal Group",https://www.youtube.com/watch?v=JXwpRMppU1Y
"The CXO Show | Ep. 12 | Saurabh Wadhwa, Exec VP and Head Organization Learning, Kotak Mahindra Bank",https://www.youtube.com/watch?v=6F9MpiCLkKA
You could lose 26Cr over your career | upGrad,https://www.youtube.com/watch?v=IXCw8gEb0yw
"The CXO Show | Ep. 11 | Megha Goel, Chief Human Resources Officer, Godrej Properties",https://www.youtube.com/watch?v=h7eQRtlAOYA
"The CXO Show | Ep. 10 | Dinesh Bojwani, Head Human Resources, Star Union Dai-ichi Life Insurance",https://www.youtube.com/watch?v=k1rmrci6NvE
"The CXO Show | Episode 9 | MVN Rao, Head of Corporate L&D, Larsen & Toubro",https://www.youtube.com/watch?v=Q0IhKIL-V2I
"The CXO Show | Episode 8 | Simin Askari, Head of Corporate HR, DS Group",https://www.youtube.com/watch?v=wncUQiuXJlY
"The CXO Show | Episode 7 | Shweta Mohanty, Head Human Resources - India, SAP",https://www.youtube.com/watch?v=weQEcCama0Y
"The CXO Show | Episode 6 | Nikhil Bhende, Head HR & People Strategy, ICICI Prudential AMC",https://www.youtube.com/watch?v=m7aPTfpRW8Y
"Unlocking HR Excellence: Surakshit Khullar, PayU Payments | The CXO Show | Episode 05 | upGrad",https://www.youtube.com/watch?v=7IDhiL5giKU
"Leadership Insights: People Development MESA Approach, Smollan India | Episode 04 | The CXO Show",https://www.youtube.com/watch?v=C6eddI09JEA
"The CXO Show | Episode 3 | Snigdha Basu, Head L&D (Automotive & Farm Sector), Mahindra & Mahindra",https://www.youtube.com/watch?v=txcqCGs1yjw
"The CXO Show | Episode 02 | Suchita Dantre, Country HR Head - India, Midland Credit Management",https://www.youtube.com/watch?v=6vOO_GiFqFA
#upGradRealStories ft. Sworna Vidhya Mahadevan | Masters in Machine Learning and AI,https://www.youtube.com/watch?v=hXL8ksxnUSw
"The CXO Show | Episode 01 | Anuradha Razdan, Executive Director HR, HUL & CHRO, South Asia | upGrad",https://www.youtube.com/watch?v=FOjXK8EqqfA
upGrad in 60 seconds - Explained,https://www.youtube.com/watch?v=YpwXLyZz1O8
AI will land Chandrayaan 3 | upGrad,https://www.youtube.com/watch?v=GQK3XROI_F0
Don't miss the Gen AI #BusOfOpportunity | upGrad,https://www.youtube.com/watch?v=WaCI5BtcxWE
Why Celebrate Independence Day? | upGrad,https://www.youtube.com/watch?v=e87yIQllkuY
What’s in an Online MBA? | upGrad Originals,https://www.youtube.com/watch?v=bj_8xoPAVlc
"How to Resign The Right Way? | ft. Jasmeen Kaur, Head of Talent Acquisition | upGrad",https://www.youtube.com/watch?v=yujYH95PjBs
How to Negotiate Salary After Job Offer | HR vs Career Coach | upGrad,https://www.youtube.com/watch?v=JFdv8Z8iuok
"Crack that Job Interview | One on One with Rucchi Hirrani, Senior Career Coach, upGrad",https://www.youtube.com/watch?v=A3uiV0XQ9GQ
Skip Excuses And Fast Forward Your Career Like Shally | upGrad,https://www.youtube.com/watch?v=N0VXVIjHaUI
Skip Excuses And Fast Forward Your Career Like Subhasis | upGrad,https://www.youtube.com/watch?v=skPF2xP3PIU
Skip Excuses And Fast Forward Your Career Like Gaurav | upGrad,https://www.youtube.com/watch?v=0j78_6JtARU
"The Science of Successful Teams: Insights from Confidence and Growth Coach, Depikka Singh | upGrad",https://www.youtube.com/watch?v=mc3EerTiaSY
From Financial Stress to Financial Freedom: Expert Insights with Neha Singh | upGrad,https://www.youtube.com/watch?v=NW0y8r58cMo
Craft Instructor Development Program | UGF & UGDX,https://www.youtube.com/watch?v=3PYacpnImCY
Investing in Yourself QnA | One on One with @financewithsharan | upGrad,https://www.youtube.com/watch?v=MVHllJP8tdM
From Conflict to Collaboration: How to Handle Difficult Managers? | Transformation Coach | upGrad,https://www.youtube.com/watch?v=4v7Ke7ct_hY
"Get Your Resume Noticed | One on One with Jasmeen Kaur, Head of Talent Acquisition, upGrad",https://www.youtube.com/watch?v=bhYrqODzJig
"From Stress to Success: How to Manage Pressure? | ft. Deepak Chhabra, Corporate Trainer | upGrad",https://www.youtube.com/watch?v=On1UhZUuUxk
How to make your Body Language speak for you? | Alka Sharma ICF Executive Coach | upGrad,https://www.youtube.com/watch?v=9JgKkg5WE8g
Crack Interviews using a GPT-powered chatbot | upGrad ChatGPT Interview Assistant,https://www.youtube.com/watch?v=0_4NmEkzz8w
How to Fast Track your Job Search? | Sarabjit Sachar | upGrad,https://www.youtube.com/watch?v=Bwv5I1pE8aU
Invest in Yourself Like an Influencer | ft. Sharan Hegde @financewithsharan  | upGrad,https://www.youtube.com/watch?v=w-ufjfaaR8M
"How To Get A Promotion | Depikka Siingh, Confidence and Growth Coach #upGrad",https://www.youtube.com/watch?v=ntCBW6K0Qws
Chief HR Officer answers your appraisal questions | Frequently Unasked Questions ft. Saurabh Singla,https://www.youtube.com/watch?v=oclYlNVCJJA
#upGradRealStories ft. Dhanvin Sudarsan | Liverpool Business School Global MBA,https://www.youtube.com/watch?v=AJ1s1hw_tCA
#upGradRealStories ft. Dhanvin Sudarsan | Liverpool Business School Global MBA | Tamil,https://www.youtube.com/watch?v=sVOZy9Z9i2I
#upGradRealStories ft. Arun M | MICA Advanced Certificate in Digital Marketing and Communication,https://www.youtube.com/watch?v=U4AuubP6ed8
#upGradRealStories ft. Siva Sandilya  | IIITB Executive Post Graduate Programme in Data Science,https://www.youtube.com/watch?v=tv016DXZ3oA
#upGradRealStories ft. Siva Sandilya | IIITB Executive PGP in Data Science | Telugu,https://www.youtube.com/watch?v=xF9WkVphi-c
#upGradRealStories - ft. Voruganti Aravind | Liverpool Business School Global MBA | Telugu,https://www.youtube.com/watch?v=etg53elaUTU
#upGradRealStories - ft. Meenu Gupta | Machine Learning & AI from IIITB,https://www.youtube.com/watch?v=AivdA0Nq2Ss
#upGradRealStories - ft. Voruganti Aravind | Liverpool Business School Global MBA,https://www.youtube.com/watch?v=PjmH3aVeDGg
#upGradRealStories - ft. Srikant Sahoo | Machine Learning & AI from IIITB,https://www.youtube.com/watch?v=IA5UMxGddk0
5 Ways to code Efficiently | upGrad,https://www.youtube.com/watch?v=0X14wGCUHVY
Why did he choose to upskill with upGrad? | upGrad #shorts,https://www.youtube.com/watch?v=vrsHhx7V_1w
The Truth about Santa Claus! #upGrad,https://www.youtube.com/watch?v=bNYOG4uPcgI
Is Technology taking over Football? | upGrad,https://www.youtube.com/watch?v=vP-VvrK9j4k
Ad Free for Free? How does that work? Case Study | upGrad,https://www.youtube.com/watch?v=gCSm7y5FXNs
Real stories of upGrad | Anish Sharma | #fullinterview,https://www.youtube.com/watch?v=_qQ47RyJ-F4
Real stories of upGrad | Ankur Sharma | #fullinterview,https://www.youtube.com/watch?v=hAxZW0GUKZY
Real stories of upGrad | Tuhin Chakraborthy | #fullinterview,https://www.youtube.com/watch?v=bOgjENylous
Real stories of upGrad | Tuhin Chakraborty | #RealStoriesRealImpact,https://www.youtube.com/watch?v=h1Na5Gl2b1g
Real stories of upGrad | Anish Sharma | #RealStoriesRealImpact,https://www.youtube.com/watch?v=lYM69SzI6Io
Real stories of upGrad | Ankur Sharma | #RealStoriesRealImpact,https://www.youtube.com/watch?v=DTX0KLHpRFc
How does Supreme always Sell Out? | #BrandsKiBaat #upGrad,https://www.youtube.com/watch?v=k7IVeoRoSzU
The upGrad experience ft. Sai Sireesha | MS in Data Science from Liverpool John Moores University,https://www.youtube.com/watch?v=WfgjpzWlGiY
A Message for our Learners - EP12 | Entrepreneurship 101#upGrad,https://www.youtube.com/watch?v=YG2DgqMrAK4
The Future of Ambee - EP11 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=AzJiFEAf3TI
How to Balance Working and Upskilling - EP10 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=R3pEHLSEMdY
Peer Learning Experience with upGrad - EP09 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=U6kgOm9RfI0
How has upGrad helped in the Creation of Ambee? - EP08 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=N5HDfKQWbJI
Top Tips for Budding Entrepreneurs - EP07 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=pz-OqkVDhjY
How to convert Knowledge into Skill? - EP06 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=Z5ZwI-aybp8
Importance of Pivoting in a Startup - EP05 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=a5eusBdk-Dc
Planning the Next Move in a StartUp - EP04 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=70hbWYQeFHA
Things to Keep in Mind as an Entrepreneur - EP03 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=F3NWDYUqR0k
What Keeps an Entrepreneur Motivated? - EP02 | Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=vIqzvhn50QI
Madhusudan’s Journey as an Entrepreneur - EP01| Entrepreneurship 101 #upGrad,https://www.youtube.com/watch?v=3czLICHkypY
"upGrad Digital Marketing Bootcamp gets you a job, just like that! #GetAJob | upGrad",https://www.youtube.com/watch?v=2y7VWbNzKCE
Brands on Diwali | #upGrad,https://www.youtube.com/watch?v=jj98VgWyUnU
The Moral Behind #Dhanteras | upGrad | Diwali 2022,https://www.youtube.com/watch?v=2pmRipt9uB4
International Boss Day | upGrad,https://www.youtube.com/watch?v=jTn7tPCYxU4
Aayush Jain's Inspiring Story | Alumni Testimonials | #upGrad,https://www.youtube.com/watch?v=jqB9nXnVq9o
Make great your fate with MICA x #upGrad | #GetRecognised in Digital Marketing,https://www.youtube.com/watch?v=n_W0RfKs_uI
Level up to greatness! #GetRecognised in Digital Marketing with MICA x #upgrad,https://www.youtube.com/watch?v=5izqtGs1WV0
Data Science Roadmap for Beginners | upGrad,https://www.youtube.com/watch?v=Cg1_whDNRv0
Another Cuppa Starbucks! upGrad #shorts,https://www.youtube.com/watch?v=QoTRosatmoM
Is Starbucks a bank?  | #upGrad #BrandsKiBaat,https://www.youtube.com/watch?v=-cvbh-BDKAk
The Legalities Behind NFTs | #upGrad,https://www.youtube.com/watch?v=Hcm0pDmC4bI
Best Guide for Income Tax Returns | ft. @ShashankUdupa1 | #upGrad,https://www.youtube.com/watch?v=di7iTTuSWY4
Welcome to upGrad!,https://www.youtube.com/watch?v=T8CYrTk8IGE
Metaverse Classrooms | The Future of Education? #upGrad,https://www.youtube.com/watch?v=sOUhL4dYpvA
Who is an Ecopreneur? #shorts | upGrad,https://www.youtube.com/watch?v=6M6vi5Yjx20
Why is Netflix losing subscribers? | #upGrad #BrandsKiBaat,https://www.youtube.com/watch?v=hbB9Qx3tUZU
Letter of Recommendation (LOR) Guide & Tips || upGrad Abroad,https://www.youtube.com/watch?v=2lqxDH_-flQ
Step by Step Guide to Bachelors in Germany || upGrad Abroad,https://www.youtube.com/watch?v=PTMPj2H69qc
@beyounick x @upGrad_edu | The Office Canteen S02 EP03 | Does Nick resign too? | Ft. Ahsaas Channa,https://www.youtube.com/watch?v=tWeg4b0QL0M
@beyounick x @upGrad_edu | The Office Canteen S02 EP02 | New Joinee Ka Pravesh | Ft. @triggeredinsaan,https://www.youtube.com/watch?v=S5SAwHgSKTY
@beyounick x @upGrad_edu | Office Canteen S02 EP01 | The New Boss | ft.@ashishchanchlanivines,https://www.youtube.com/watch?v=gwGw91GwAsI
@beyounickx @upGrad_edu: Office Canteen S1 Ep03 | Junk Food vs Healthy Food | Ft. @Mythpat,https://www.youtube.com/watch?v=YxLWTJpGyDo
@beyounick x upGrad : Office Canteen S1 Ep02 | Welcoming a New Joinee | Ft. @SlayyPointOfficial,https://www.youtube.com/watch?v=Xo6w62x-Hro
@beyounick x @upGrad_edu: Office Canteen S1 Ep01 | Funny Interviews | @MumbikerNikhil@ThatsSoViraj,https://www.youtube.com/watch?v=WzVFpbLk4ts
Learn from the same on-campus faculty | upGrad |  Golden Gate University,https://www.youtube.com/watch?v=tBTq65dT4AY
Interact with leaders from Silicon Valley | upGrad |  #GoldenGateUniversity,https://www.youtube.com/watch?v=fwusYtM_zjA
Earn the Same On-campus U.S. Master’s Degree from Golden Gate University,https://www.youtube.com/watch?v=hok05nCbjXk
Statement of Purpose (SOP): Guide & Tips || upGrad Abroad,https://www.youtube.com/watch?v=gjQTDloyhHE
How to choose the right MS in the US? || upGrad Abroad,https://www.youtube.com/watch?v=SdEUmpyuhEk
What is IELTS ? || upGrad Abroad,https://www.youtube.com/watch?v=mK9YnVDfXdc
How to save up to 25 Lacs on your Australian Bachelors? || upGrad Abroad,https://www.youtube.com/watch?v=wefvkq9FJhY
Desi Chicken vs Videshi Chicken? | Decoding Law Ep. 01 | #llm,https://www.youtube.com/watch?v=yNh-jEy-aaI
Pursuing your Masters in the US with 10 Lacs of savings || upGrad Abroad,https://www.youtube.com/watch?v=n6BwSCbtXHI
Financing your Higher Ed Abroad || upGrad Abroad,https://www.youtube.com/watch?v=w0IEoLaSosU
Building a Career in Canada after MBA || upGrad Abroad,https://www.youtube.com/watch?v=vV8AIFZJO8Y
Earn a Tech-MBA in the US with Dual Degree || upGrad Abroad,https://www.youtube.com/watch?v=3hS-r6JcbcM
Kickstart your Australian Bachelors in India || upGrad Abroad,https://www.youtube.com/watch?v=9Z9QQKF_-dA
"Know how AI and ML are taking over the world | ""No Stupid Questions"" Ep 4 | National Technology Day",https://www.youtube.com/watch?v=OZ1syqu7TXw
Become Doctor of Business Administration | DBA | upGrad,https://www.youtube.com/watch?v=hkEA7ZUZIkI
Become very very important | #Blockchain courses from #upGrad | Umeed ki 'Kiran' | #Tech courses,https://www.youtube.com/watch?v=JpXg0vFqKGU
Become very very important | #Fullstack courses from #upGrad | Umeed ki 'Kiran' | #Tech courses,https://www.youtube.com/watch?v=BtUSOoMh4cU
Fast Forward Your Career and get Great Salary Hikes | #FFwithupGrad,https://www.youtube.com/watch?v=o1uyZXe9IhA
Fast Forward Your Career with Flexible Learning Hours #FFwithupGrad,https://www.youtube.com/watch?v=GjQCm3t_PMM
Build a career in Data Science in Germany || upGrad Abroad,https://www.youtube.com/watch?v=oP3Ukqllbko
Study Bachelors in Germany in under 10 Lakhs || upGrad Abroad,https://www.youtube.com/watch?v=C09aeJkRslA
Study Bachelors in UK in under 25 Lakhs || upGrad Abroad,https://www.youtube.com/watch?v=7_wGjKJdaAI
Top Placements with upGrad #FFwithupGrad,https://www.youtube.com/watch?v=RMejQDlpW_E
Top Faculty with upGrad #FFwithupGrad,https://www.youtube.com/watch?v=bDxi4LfdQeY
Get into Top Universities with upGrad | #FFwithupGrad,https://www.youtube.com/watch?v=uC4MDslcaYk
Fast Forward Your Career with Online MBA Programs | #FFwithupGrad,https://www.youtube.com/watch?v=vjcDYj-Yaus
Fast Forward Your Career with Online MBA Programs #FFwithupGrad,https://www.youtube.com/watch?v=J_TkClMU7Vk
Studying Entrepreneurship in Canada with 50% Cost Savings || upGrad Abroad,https://www.youtube.com/watch?v=3LS0sW6xwZ4
What after MBA in the USA? || upGrad Abroad,https://www.youtube.com/watch?v=ZQgaHp7_D5s
Jumpstart your engineering career in the US || upGrad Abroad,https://www.youtube.com/watch?v=eaXWQYG5mlY
Study Business & Computing at Top 1% Universities in the World || upGrad Abroad,https://www.youtube.com/watch?v=wiKWxB918aM
"Is everything controlled by data? | ""No Stupid Questions"" Ep- 3 | Data Science ft. Sanket Joshi",https://www.youtube.com/watch?v=STna2vrspHw
Study Hospitality from Top 1% Universities in the World || upGrad Abroad,https://www.youtube.com/watch?v=8HTq0Rn6p38
Your 101 Guide to SOP Writing || upGrad Abroad,https://www.youtube.com/watch?v=2PpEc9fd4c8
Why study in Ireland? || upGrad Abroad,https://www.youtube.com/watch?v=NU_ooj4oq68
Fast Forward Your Career with Online Courses from #upGrad,https://www.youtube.com/watch?v=tdeq2tQVWE0
Why choose the US for your Higher-Ed? || upGrad Abroad,https://www.youtube.com/watch?v=r_-LQtACMkg
How to pursue MBA in Germany in under 10 Lakhs? || upGrad Abroad,https://www.youtube.com/watch?v=fxtFU7vcAyA
"Someone's Keeping an Eye | ""No Stupid Questions"" Ep 2 | AI & Machine Learning ft. Sanket Joshi",https://www.youtube.com/watch?v=wQ_uH3bcjLQ
"Financing your Higher Ed Abroad: Education Loans, Scholarships & Fee Waivers",https://www.youtube.com/watch?v=GE9m5NlV9Ws
STEM Courses in the US || upGrad Abroad,https://www.youtube.com/watch?v=oIF3nXjNGiw
Project management at Clark University || upGrad Abroad,https://www.youtube.com/watch?v=XK7H_ZAALeg
How to study in Canada and Save 30Lacs | upGrad Abroad,https://www.youtube.com/watch?v=P7y4RAAcTL8
What is the difference between Data Analysts & Data Scientists?,https://www.youtube.com/watch?v=81eBDIxi-Lg
How to fill accommodation status in your German Visa process? || UpGrad Abroad,https://www.youtube.com/watch?v=M1AURklqLH0
How difficult is it to get a Visa appointment with a German consulate? || UpGrad Abroad,https://www.youtube.com/watch?v=bTKEG1p8EAM
All about the cost of studying in USA! || upGrad Abroad,https://www.youtube.com/watch?v=c-CMYEjeI5Q
"Koshish | Khud Ke Liye Epi 1 | upGrad | Tanmay Dhanania, Maya Sarao, Jihan Hodar",https://www.youtube.com/watch?v=-CuYCn6G_Mw
"Sahas | Khud Ke Liye Ep 2 | upGrad | Alam Khan, Joy Sengupta, Shiwangi Peswani",https://www.youtube.com/watch?v=sLDeToI-22Y
"Pehchaan | Khud Ke Liye Ep 3 | upGrad | Priya Bapat, Sharib Hashmi",https://www.youtube.com/watch?v=Htv2F3URPCE
Advantages of Studying Abroad || upGrad Abroad,https://www.youtube.com/watch?v=6UFIGu-vScA
New-Age Tech Careers in the US - AIML & Cybersecurity || upGrad Abroad,https://www.youtube.com/watch?v=cvIFFYFTYgM
Khud Ke Liye - Trailer | Priya Bapat | Tanmay Dhanania | Alam Khan | Now Streaming,https://www.youtube.com/watch?v=HubwY9_NyuY
Get a degree in Computer Science || upGrad Abroad,https://www.youtube.com/watch?v=wiBMPZYZk-M
